TranscriptID	GeneID	ProteinID	Description
XM_026440876.1	Tpcn1	XP_026296661.1	PREDICTED:_Apis_mellifera_two_pore_segment_channel_1_(Tpcn1)
XM_026440877.1	LOC724168	XP_026296662.1	PREDICTED:_Apis_mellifera_pre-mRNA-splicing_factor_CWC22_homolog_(LOC724168),_mRNA
XM_026440878.1	LOC100579049	XP_026296663.1	PREDICTED:_Apis_mellifera_cactin_(LOC100579049),_mRNA
XM_026440879.1	LOC726309	XP_026296664.1	PREDICTED:_Apis_mellifera_protein_artichoke_(LOC726309),_mRNA
XM_026440880.1	LOC414033	XP_026296665.1	PREDICTED:_Apis_mellifera_molybdopterin_synthase_catalytic_subunit_(LOC414033),_mRNA
XM_026440881.1	LOC107964398	XP_026296666.1	PREDICTED:_Apis_mellifera_ADP/ATP_translocase_1_(LOC107964398),_mRNA
XM_026440882.1	LOC113218787	XP_026296667.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218787_(LOC113218787),_partial_mRNA
XM_026440883.1	LOC107964400	XP_026296668.1	PREDICTED:_Apis_mellifera_integrin_alpha-8-like_(LOC107964400),_mRNA
XM_026440884.1	LOC102654091	XP_026296669.1	PREDICTED:_Apis_mellifera_meckelin_(LOC102654091),_mRNA
XM_026440885.1	LOC102655148	XP_026296670.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102655148_(LOC102655148),_mRNA
XM_026440886.1	LOC102654542	XP_026296671.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654542_(LOC102654542),_mRNA
XM_026440887.1	LOC412550	XP_026296672.1	PREDICTED:_Apis_mellifera_E3_ubiquitin-protein_ligase_RNF34_(LOC412550)
XM_026440888.1	LOC726286	XP_026296673.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC726286_(LOC726286),_mRNA
XM_026440889.1	LOC552810	XP_026296674.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC552810_(LOC552810),_mRNA
XM_026440890.1	LOC413012	XP_026296675.1	PREDICTED:_Apis_mellifera_EH_domain-containing_protein_3_(LOC413012),_mRNA
XM_026440891.1	LOC102654994	XP_026296676.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102654994_(LOC102654994),_mRNA
XM_026440892.1	LOC100577094	XP_026296677.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577094_(LOC100577094),_mRNA
XM_026440893.1	LOC725529	XP_026296678.1	PREDICTED:_Apis_mellifera_kynurenine/alpha-aminoadipate_aminotransferase,_mitochondrial_(LOC725529)
XM_026440894.1	LOC725529	XP_026296679.1	PREDICTED:_Apis_mellifera_kynurenine/alpha-aminoadipate_aminotransferase,_mitochondrial_(LOC725529)
XM_026440895.1	LOC413365	XP_026296680.1	PREDICTED:_Apis_mellifera_nucleoporin_SEH1_(LOC413365)
XM_026440896.1	LOC727432	XP_026296681.1	PREDICTED:_Apis_mellifera_protein_phosphatase_inhibitor_2_(LOC727432)
XM_026440897.1	LOC727432	XP_026296682.1	PREDICTED:_Apis_mellifera_protein_phosphatase_inhibitor_2_(LOC727432)
XM_026440898.1	LOC113218788	XP_026296683.1	PREDICTED:_Apis_mellifera_zinc_finger_protein_567-like_(LOC113218788),_mRNA
XM_026440899.1	LOC724608	XP_026296684.1	PREDICTED:_Apis_mellifera_transient_receptor_potential_(LOC724608)
XM_026440900.1	LOC413020	XP_026296685.1	PREDICTED:_Apis_mellifera_two_pore_potassium_channel_protein_sup-9_(LOC413020)
XM_026440901.1	LOC113218789	XP_026296686.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218789_(LOC113218789),_mRNA
XM_026440902.1	LOC411102	XP_026296687.1	PREDICTED:_Apis_mellifera_G-protein_coupled_receptor_143_(LOC411102)
XM_026440903.1	LOC411102	XP_026296688.1	PREDICTED:_Apis_mellifera_G-protein_coupled_receptor_143_(LOC411102)
XM_026440904.1	LOC727022	XP_026296689.1	PREDICTED:_Apis_mellifera_RNA_polymerase_II-associated_protein_3_(LOC727022),_partial_mRNA
XM_026440905.1	LOC113218790	XP_026296690.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218790_(LOC113218790),_mRNA
XM_026440906.1	Tpcn1	XP_026296691.1	PREDICTED:_Apis_mellifera_two_pore_segment_channel_1_(Tpcn1)
XM_026440907.1	LOC100577396	XP_026296692.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577396_(LOC100577396)
XM_026440908.1	LOC100577396	XP_026296693.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100577396_(LOC100577396)
XM_026440909.1	LOC725215	XP_026296694.1	PREDICTED:_Apis_mellifera_venom_acid_phosphatase_Acph-1_(LOC725215)
XM_026440910.1	LOC409312	XP_026296695.1	PREDICTED:_Apis_mellifera_collagen_type_IV_alpha-3-binding_protein_(LOC409312)
XM_026440911.1	LOC551464	XP_026296696.1	PREDICTED:_Apis_mellifera_TRAF3-interacting_protein_1_(LOC551464),_mRNA
XM_026440912.1	LOC113218791	XP_026296697.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218791_(LOC113218791),_mRNA
XM_026440913.1	LOC724515	XP_026296698.1	PREDICTED:_Apis_mellifera_centromere-associated_protein_E_(LOC724515),_mRNA
XM_026440914.1	LOC113218792	XP_026296699.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218792_(LOC113218792),_mRNA
XM_026440915.1	LOC100578576	XP_026296700.1	PREDICTED:_Apis_mellifera_smoothelin-like_protein_1_(LOC100578576),_mRNA
XM_026440916.1	LOC408865	XP_026296701.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC408865_(LOC408865),_mRNA
XM_026440917.1	LOC100576349	XP_026296702.1	PREDICTED:_Apis_mellifera_growth_arrest-specific_protein_1_(LOC100576349)
XM_026440918.1	LOC408824	XP_026296703.1	PREDICTED:_Apis_mellifera_immunoglobulin-like_and_fibronectin_type_III_domain_containing_14_(LOC408824)
XM_026440919.1	LOC408824	XP_026296704.1	PREDICTED:_Apis_mellifera_immunoglobulin-like_and_fibronectin_type_III_domain_containing_14_(LOC408824)
XM_026440920.1	LOC408824	XP_026296705.1	PREDICTED:_Apis_mellifera_immunoglobulin-like_and_fibronectin_type_III_domain_containing_14_(LOC408824)
XM_026440921.1	LOC727113	XP_026296706.1	PREDICTED:_Apis_mellifera_probable_ATP-dependent_RNA_helicase_spindle-E_(LOC727113)
XM_026440922.1	LOC551619	XP_026296707.1	PREDICTED:_Apis_mellifera_transmembrane_protein_8B_(LOC551619),_mRNA
XM_026440923.1	LOC551548	XP_026296708.1	PREDICTED:_Apis_mellifera_L-asparaginase_(LOC551548)
XM_026440924.1	LOC551548	XP_026296709.1	PREDICTED:_Apis_mellifera_L-asparaginase_(LOC551548)
XM_026440925.1	LOC726107	XP_026296710.1	PREDICTED:_Apis_mellifera_probable_glutamate_carboxypeptidase_LAMP1_(LOC726107)
XM_026440926.1	LOC726107	XP_026296711.1	PREDICTED:_Apis_mellifera_probable_glutamate_carboxypeptidase_LAMP1_(LOC726107)
XM_026440927.1	LOC726107	XP_026296712.1	PREDICTED:_Apis_mellifera_probable_glutamate_carboxypeptidase_LAMP1_(LOC726107)
XM_026440928.1	LOC726107	XP_026296713.1	PREDICTED:_Apis_mellifera_probable_glutamate_carboxypeptidase_LAMP1_(LOC726107)
XM_026440929.1	LOC726107	XP_026296714.1	PREDICTED:_Apis_mellifera_probable_glutamate_carboxypeptidase_LAMP1_(LOC726107)
XM_026440930.1	LOC102655168	XP_026296715.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102655168_(LOC102655168),_mRNA
XM_026440931.1	LOC102655563	XP_026296716.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC102655563_(LOC102655563)
XM_026440932.1	LOC552545	XP_026296717.1	PREDICTED:_Apis_mellifera_division_abnormally_delayed_protein_(LOC552545)
XM_026440933.1	LOC552545	XP_026296718.1	PREDICTED:_Apis_mellifera_division_abnormally_delayed_protein_(LOC552545)
XM_026440934.1	LOC551927	XP_026296719.1	PREDICTED:_Apis_mellifera_alcohol_dehydrogenase_[NADP(+)]_(LOC551927)
XM_026440935.1	LOC726074	XP_026296720.1	PREDICTED:_Apis_mellifera_ADP-ribosylation_factor-like_protein_3_(LOC726074),_mRNA
XM_026440936.1	LOC408852	XP_026296721.1	PREDICTED:_Apis_mellifera_protein_similar_(LOC408852)
XM_026440937.1	LOC100578665	XP_026296722.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578665_(LOC100578665)
XM_026440938.1	LOC100578665	XP_026296723.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578665_(LOC100578665)
XM_026440939.1	LOC100578665	XP_026296724.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578665_(LOC100578665)
XM_026440940.1	LOC100578665	XP_026296725.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578665_(LOC100578665)
XM_026440941.1	LOC100578665	XP_026296726.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578665_(LOC100578665)
XM_026440942.1	LOC100578665	XP_026296727.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578665_(LOC100578665)
XM_026440943.1	LOC100578665	XP_026296728.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578665_(LOC100578665)
XM_026440944.1	LOC409818	XP_026296729.1	PREDICTED:_Apis_mellifera_sodium/calcium_exchanger_3_(LOC409818)
XM_026440945.1	LOC409818	XP_026296730.1	PREDICTED:_Apis_mellifera_sodium/calcium_exchanger_3_(LOC409818)
XM_026440946.1	LOC409818	XP_026296731.1	PREDICTED:_Apis_mellifera_sodium/calcium_exchanger_3_(LOC409818)
XM_026440947.1	LOC552357	XP_026296732.1	PREDICTED:_Apis_mellifera_maltase_A3_(LOC552357)
XM_026440948.1	LOC725732	XP_026296733.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440949.1	LOC725732	XP_026296734.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440950.1	LOC725732	XP_026296735.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440951.1	LOC725732	XP_026296736.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440952.1	LOC725732	XP_026296737.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440953.1	LOC725732	XP_026296738.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440954.1	LOC725732	XP_026296739.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440955.1	LOC725732	XP_026296740.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440956.1	LOC725732	XP_026296741.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440957.1	LOC725732	XP_026296742.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440958.1	LOC725732	XP_026296743.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440959.1	LOC725732	XP_026296744.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440960.1	LOC725732	XP_026296745.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440961.1	LOC725732	XP_026296746.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC725732_(LOC725732)
XM_026440962.1	LOC107964419	XP_026296747.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964419_(LOC107964419)
XM_026440963.1	LOC107964419	XP_026296748.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964419_(LOC107964419)
XM_026440964.1	LOC107964419	XP_026296749.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964419_(LOC107964419)
XM_026440965.1	LOC107964419	XP_026296750.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC107964419_(LOC107964419)
XM_026440966.1	LOC100577584	XP_026296751.1	PREDICTED:_Apis_mellifera_putative_uncharacterized_protein_DDB_G0282133_(LOC100577584)
XM_026440967.1	LOC100577584	XP_026296752.1	PREDICTED:_Apis_mellifera_putative_uncharacterized_protein_DDB_G0282133_(LOC100577584)
XM_026440968.1	LOC408828	XP_026296753.1	PREDICTED:_Apis_mellifera_uncharacterized_MFS-type_transporter_C09D4.1_(LOC408828)
XM_026440969.1	LOC102656326	XP_026296754.1	PREDICTED:_Apis_mellifera_stress_response_protein_NST1_(LOC102656326),_mRNA
XM_026440970.1	LOC551830	XP_026296755.1	PREDICTED:_Apis_mellifera_ral_GTPase-activating_protein_subunit_alpha-1_(LOC551830)
XM_026440971.1	LOC551830	XP_026296756.1	PREDICTED:_Apis_mellifera_ral_GTPase-activating_protein_subunit_alpha-1_(LOC551830)
XM_026440972.1	LOC551830	XP_026296757.1	PREDICTED:_Apis_mellifera_ral_GTPase-activating_protein_subunit_alpha-1_(LOC551830)
XM_026440973.1	LOC551830	XP_026296758.1	PREDICTED:_Apis_mellifera_ral_GTPase-activating_protein_subunit_alpha-1_(LOC551830)
XM_026440974.1	LOC551830	XP_026296759.1	PREDICTED:_Apis_mellifera_ral_GTPase-activating_protein_subunit_alpha-1_(LOC551830)
XM_026440975.1	LOC551830	XP_026296760.1	PREDICTED:_Apis_mellifera_ral_GTPase-activating_protein_subunit_alpha-1_(LOC551830)
XM_026440976.1	LOC551830	XP_026296761.1	PREDICTED:_Apis_mellifera_ral_GTPase-activating_protein_subunit_alpha-1_(LOC551830)
XM_026440977.1	LOC551830	XP_026296762.1	PREDICTED:_Apis_mellifera_ral_GTPase-activating_protein_subunit_alpha-1_(LOC551830)
XM_026440978.1	LOC100576683	XP_026296763.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576683_(LOC100576683)
XM_026440979.1	LOC100576683	XP_026296764.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576683_(LOC100576683)
XM_026440980.1	LOC100576683	XP_026296765.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576683_(LOC100576683)
XM_026440981.1	LOC100576683	XP_026296766.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576683_(LOC100576683)
XM_026440982.1	LOC100576683	XP_026296767.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576683_(LOC100576683)
XM_026440983.1	LOC100576683	XP_026296768.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576683_(LOC100576683)
XM_026440984.1	LOC113218800	XP_026296769.1	PREDICTED:_Apis_mellifera_dynein_heavy_chain_7,_axonemal-like_(LOC113218800),_mRNA
XM_026440985.1	LOC409547	XP_026296770.1	PREDICTED:_Apis_mellifera_NSFL1_cofactor_p47_(LOC409547)
XM_026440986.1	LOC409547	XP_026296771.1	PREDICTED:_Apis_mellifera_NSFL1_cofactor_p47_(LOC409547)
XM_026440987.1	LOC726103	XP_026296772.1	PREDICTED:_Apis_mellifera_protein_cramped_(LOC726103)
XM_026440988.1	LOC412382	XP_026296773.1	PREDICTED:_Apis_mellifera_excitatory_amino_acid_transporter_3_(LOC412382)
XM_026440989.1	LOC552441	XP_026296774.1	PREDICTED:_Apis_mellifera_transmembrane_protein_256_homolog_(LOC552441),_mRNA
XM_026440990.1	LOC411125	XP_026296775.1	PREDICTED:_Apis_mellifera_conserved_oligomeric_Golgi_complex_subunit_4_(LOC411125)
XM_026440991.1	LOC411125	XP_026296776.1	PREDICTED:_Apis_mellifera_conserved_oligomeric_Golgi_complex_subunit_4_(LOC411125)
XM_026440992.1	LOC726569	XP_026296777.1	PREDICTED:_Apis_mellifera_mitochondrial_import_inner_membrane_translocase_subunit_Tim21_(LOC726569)
XM_026440993.1	LOC724385	XP_026296778.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724385_(LOC724385)
XM_026440994.1	LOC724385	XP_026296779.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724385_(LOC724385)
XM_026440995.1	LOC724385	XP_026296780.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724385_(LOC724385)
XM_026440996.1	LOC724385	XP_026296781.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC724385_(LOC724385)
XM_026440997.1	Grd	XP_026296782.1	PREDICTED:_Apis_mellifera_GABA-gated_ion_channel_(Grd)
XM_026440998.1	LOC410717	XP_026296783.1	PREDICTED:_Apis_mellifera_serine/threonine-protein_kinase_MARK2_(LOC410717)
XM_026440999.1	LOC409207	XP_026296784.1	PREDICTED:_Apis_mellifera_synaptic_vesicle_membrane_protein_VAT-1_homolog-like_(LOC409207)
XM_026441000.1	LOC552611	XP_026296785.1	PREDICTED:_Apis_mellifera_protein_ABHD4_(LOC552611)
XM_026441001.1	LOC113218803	XP_026296786.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218803_(LOC113218803),_mRNA
XM_026441002.1	LOC551982	XP_026296787.1	PREDICTED:_Apis_mellifera_UPF0692_protein_CG33108_(LOC551982)
XM_026441003.1	LOC551982	XP_026296788.1	PREDICTED:_Apis_mellifera_UPF0692_protein_CG33108_(LOC551982)
XM_026441004.1	LOC551982	XP_026296789.1	PREDICTED:_Apis_mellifera_UPF0692_protein_CG33108_(LOC551982)
XM_026441005.1	LOC725093	XP_026296790.1	PREDICTED:_Apis_mellifera_phosphofurin_acidic_cluster_sorting_protein_2_(LOC725093)
XM_026441006.1	LOC725093	XP_026296791.1	PREDICTED:_Apis_mellifera_phosphofurin_acidic_cluster_sorting_protein_2_(LOC725093)
XM_026441007.1	LOC552684	XP_026296792.1	PREDICTED:_Apis_mellifera_kinesin-related_protein_4_(LOC552684)
XM_026441008.1	LOC413063	XP_026296793.1	PREDICTED:_Apis_mellifera_protein_ECT2_(LOC413063)
XM_026441009.1	LOC413063	XP_026296794.1	PREDICTED:_Apis_mellifera_protein_ECT2_(LOC413063)
XM_026441010.1	LOC413063	XP_026296795.1	PREDICTED:_Apis_mellifera_protein_ECT2_(LOC413063)
XM_026441011.1	LOC413063	XP_026296796.1	PREDICTED:_Apis_mellifera_protein_ECT2_(LOC413063)
XM_026441012.1	LOC413063	XP_026296797.1	PREDICTED:_Apis_mellifera_protein_ECT2_(LOC413063)
XM_026441013.1	LOC413063	XP_026296798.1	PREDICTED:_Apis_mellifera_protein_ECT2_(LOC413063)
XM_026441014.1	LOC413063	XP_026296799.1	PREDICTED:_Apis_mellifera_protein_ECT2_(LOC413063)
XM_026441015.1	LOC413063	XP_026296800.1	PREDICTED:_Apis_mellifera_protein_ECT2_(LOC413063)
XM_026441016.1	LOC724927	XP_026296801.1	PREDICTED:_Apis_mellifera_importin-5_(LOC724927),_mRNA
XM_026441017.1	LOC412303	XP_026296802.1	PREDICTED:_Apis_mellifera_choline-phosphate_cytidylyltransferase_A_(LOC412303)
XM_026441018.1	LOC412859	XP_026296803.1	PREDICTED:_Apis_mellifera_hemicentin-2_(LOC412859)
XM_026441019.1	LOC726497	XP_026296804.1	PREDICTED:_Apis_mellifera_autophagy-related_protein_2_homolog_B_(LOC726497)
XM_026441020.1	LOC726497	XP_026296805.1	PREDICTED:_Apis_mellifera_autophagy-related_protein_2_homolog_B_(LOC726497)
XM_026441021.1	LOC411106	XP_026296806.1	PREDICTED:_Apis_mellifera_3'(2'),5'-bisphosphate_nucleotidase_1_(LOC411106)
XM_026441022.1	LOC726530	XP_026296807.1	PREDICTED:_Apis_mellifera_dimethyladenosine_transferase_2,_mitochondrial_(LOC726530),_partial_mRNA
XM_026441023.1	LOC724607	XP_026296808.1	PREDICTED:_Apis_mellifera_calcium-independent_protein_kinase_C_(LOC724607)
XM_026441024.1	LOC724607	XP_026296809.1	PREDICTED:_Apis_mellifera_calcium-independent_protein_kinase_C_(LOC724607)
XM_026441025.1	LOC724607	XP_026296810.1	PREDICTED:_Apis_mellifera_calcium-independent_protein_kinase_C_(LOC724607)
XM_026441026.1	LOC724607	XP_026296811.1	PREDICTED:_Apis_mellifera_calcium-independent_protein_kinase_C_(LOC724607)
XM_026441027.1	LOC724607	XP_026296812.1	PREDICTED:_Apis_mellifera_calcium-independent_protein_kinase_C_(LOC724607)
XM_026441028.1	LOC724607	XP_026296813.1	PREDICTED:_Apis_mellifera_calcium-independent_protein_kinase_C_(LOC724607)
XM_026441029.1	LOC411083	XP_026296814.1	PREDICTED:_Apis_mellifera_sodium/potassium-transporting_ATPase_subunit_alpha_(LOC411083)
XM_026441030.1	LOC411083	XP_026296815.1	PREDICTED:_Apis_mellifera_sodium/potassium-transporting_ATPase_subunit_alpha_(LOC411083)
XM_026441031.1	LOC411083	XP_026296816.1	PREDICTED:_Apis_mellifera_sodium/potassium-transporting_ATPase_subunit_alpha_(LOC411083)
XM_026441032.1	LOC411083	XP_026296817.1	PREDICTED:_Apis_mellifera_sodium/potassium-transporting_ATPase_subunit_alpha_(LOC411083)
XM_026441033.1	LOC411083	XP_026296818.1	PREDICTED:_Apis_mellifera_sodium/potassium-transporting_ATPase_subunit_alpha_(LOC411083)
XM_026441034.1	LOC408863	XP_026296819.1	PREDICTED:_Apis_mellifera_J_domain-containing_protein_(LOC408863)
XM_026441035.1	LOC408863	XP_026296820.1	PREDICTED:_Apis_mellifera_J_domain-containing_protein_(LOC408863)
XM_026441036.1	LOC726551	XP_026296821.1	PREDICTED:_Apis_mellifera_DNA_ligase_4_(LOC726551)
XM_026441037.1	LOC726551	XP_026296822.1	PREDICTED:_Apis_mellifera_DNA_ligase_4_(LOC726551)
XM_026441038.1	LOC113218807	XP_026296823.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC113218807_(LOC113218807),_mRNA
XM_026441039.1	LOC411116	XP_026296824.1	PREDICTED:_Apis_mellifera_nephrin_(LOC411116)
XM_026441040.1	LOC411116	XP_026296825.1	PREDICTED:_Apis_mellifera_nephrin_(LOC411116)
XM_026441041.1	LOC411116	XP_026296826.1	PREDICTED:_Apis_mellifera_nephrin_(LOC411116)
XM_026441042.1	LOC412813	XP_026296827.1	PREDICTED:_Apis_mellifera_zwei_Ig_domain_protein_zig-8_(LOC412813)
XM_026441043.1	LOC411809	XP_026296828.1	PREDICTED:_Apis_mellifera_enolase-phosphatase_E1_(LOC411809),_mRNA
XM_026441044.1	LOC113218808	XP_026296829.1	PREDICTED:_Apis_mellifera_replication_stress_response_regulator_SDE2_(LOC113218808),_mRNA
XM_026441045.1	LOC412426	XP_026296830.1	PREDICTED:_Apis_mellifera_ubiquinone_biosynthesis_monooxygenase_COQ6,_mitochondrial_(LOC412426),_mRNA
XM_026441046.1	LOC726914	XP_026296831.1	PREDICTED:_Apis_mellifera_probable_serine/threonine-protein_kinase_DDB_G0272282_(LOC726914),_mRNA
XM_026441047.1	LOC113218809	XP_026296832.1	PREDICTED:_Apis_mellifera_diuretic_hormone_class_2_(LOC113218809)
XM_026441048.1	LOC113218809	XP_026296833.1	PREDICTED:_Apis_mellifera_diuretic_hormone_class_2_(LOC113218809)
XM_026441049.1	LOC113218809	XP_026296834.1	PREDICTED:_Apis_mellifera_diuretic_hormone_class_2_(LOC113218809)
XM_026441050.1	LOC100578865	XP_026296835.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100578865_(LOC100578865)
XM_026441051.1	LOC100576597	XP_026296836.1	PREDICTED:_Apis_mellifera_uncharacterized_LOC100576597_(LOC100576597)
XM_026441052.1	LOC724169	XP_026296837.1	PREDICTED:_Apis_mellifera_transcription_factor_kayak_(LOC724169)
XM_026441053.1	LOC724169	XP_026296838.1	PREDICTED:_Apis_mellifera_transcription_factor_kayak_(LOC724169)
XM_026441054.1	LOC724169	XP_026296839.1	PREDICTED:_Apis_mellifera_transcription_factor_kayak_(LOC724169)
XM_026441055.1	LOC412813	XP_026296840.1	PREDICTED:_Apis_mellifera_zwei_Ig_domain_protein_zig-8_(LOC412813)
XM_026441056.1	LOC100576413	XP_026296841.1	PREDICTED:_Apis_mellifera_uncharacterized_protein_PF11_0213_(LOC100576413)
XM_026441057.1	LOC100576413	XP_026296842.1	PREDICTED:_Apis_mellifera_uncharacterized_protein_PF11_0213_(LOC100576413)
XM_026441058.1	LOC408850	XP_026296843.1	PREDICTED:_Apis_mellifera_pre-mRNA-processing_factor_39_(LOC408850),_mRNA
XM_026441059.1	LOC412813	XP_026296844.1	PREDICTED:_Apis_mellifera_zwei_Ig_domain_protein_zig-8_(LOC412813)
XM_026441060.1	LOC102654740	XP_026296845.1	PREDICTED:_Apis_mellifera_tetratricopeptide_repeat_protein_25-like_(LOC102654740),_partial_mRNA
XM_026441061.1	LOC724433	XP_026296846.1	PREDICTED:_Apis_mellifera_kell_blood_group_glycoprotein_homolog_(LOC724433)
XM_026441062.1	LOC724349	XP_026296847.1	PREDICTED:_Apis_mellifera_homeobox_protein_2_(LOC724349)
XM_026441063.1	LOC724349	XP_026296848.1	PREDICTED:_Apis_mellifera_homeobox_protein_2_(LOC724349)
XM_026441064.1	LOC411093	XP_026296849.1	PREDICTED:_Apis_mellifera_testis-specific_serine/threonine-protein_kinase_1_(LOC411093)
XM_026441065.1	LOC724306	XP_026296850.1	PREDICTED:_Apis_mellifera_uncharacterized_protein_C15orf41_homolog_(LOC724306)
XM_026441066.1	LOC409060	XP_026296851.1	PREDICTED:_Apis_mellifera_golgin_subfamily_A_member_6-like_protein_22_(LOC409060),_mRNA
XM_026441067.1	LOC412813	XP_026296852.1	PREDICTED:_Apis_mellifera_zwei_Ig_domain_protein_zig-8_(LOC412813)
